circuitId,driverId,raceId,position
1,64,158,3.195121951219518
1,64,175,3.6609686609686607
1,64,191,4.5
1,64,207,5.234451432564635
1,64,224,4.0610389610389666
1,65,158,
1,65,191,1.1672932330827073
1,67,1,4.203569267997581
1,67,841,1.8126566416040089
1,68,175,8.744987468671681
1,68,191,
1,69,175,15.119628339140526
1,70,175,3.5236842105263144
1,71,191,1.6378446115288223
1,71,224,0.12099213551119177
1,73,191,0.8933333333333326
1,73,224,8.109090909090897
1,74,191,1.0844155844155847
1,75,191,1.714285714285717
1,75,207,6.85194805194805
1,76,191,
1,76,207,0.592857142857143
1,77,207,0.4754990925589831
1,77,224,2.836055656382342
1,78,207,0.34029038112522736
1,79,207,0.24193548387096814
1,79,224,3.5205387205387186
1,83,224,3.5516840882694627
1,84,224,
1,153,338,1.5514216575922584
1,153,841,6.624686716791987
1,154,860,
1,154,880,6.1451905626134256
1,154,900,1.6256921373200452
1,154,948,18.963032581453664
1,154,969,0.0
1,154,989,0.5054347826086958
1,154,1010,12.113300492610842
1,155,841,1.2767695099818528
1,155,860,2.422565033272843
1,807,900,1.979949874686719
1,807,926,1.7619047619047656
1,807,948,1.8120300751879692
1,807,969,0.1373376623376621
1,807,989,0.2834240774349664
1,807,1010,2.5344611528822036
1,808,338,4.277777777777779
1,808,841,0.5347852389594674
1,808,860,3.6229946524064216
1,810,338,0.9984615384615354
1,811,338,0.25
1,811,860,3.9166666666666656
1,812,338,1.824383164005803
1,813,841,0.36111111111111094
1,813,860,1.8201754385964917
1,813,880,6.288043478260871
1,813,900,1.6009852216748768
1,814,841,2.5720551378446097
1,814,860,1.8935269207501495
1,814,880,2.931941923774953
1,815,841,9.44010889292195
1,815,860,7.278886872353299
1,815,880,7.273139745916514
1,815,900,5.660401002506261
1,815,926,1.7481203007518789
1,815,948,3.1052631578947354
1,815,969,0.6701298701298724
1,815,989,0.39957652752570977
1,815,1010,2.286340852130327
1,815,1076,1.649425287356322
1,816,841,2.3340321453528943
1,817,860,8.282214156079863
1,817,880,12.430499325236166
1,817,900,0.03446115288220551
1,817,926,0.9266917293233073
1,817,948,4.776942355889721
1,817,969,1.4566666666666646
1,817,989,1.8067150635208713
1,817,1010,0.9351851851851871
1,817,1076,1.5816696914700539
1,818,860,4.450090744101633
1,818,880,5.020266182698127
1,818,900,0.7186716791979949
1,819,860,1.1676342525399115
1,819,880,2.4724025974025987
1,820,880,2.300974025974027
1,820,900,1.2774410774410774
1,821,880,4.010025062656648
1,821,900,2.5714285714285716
1,821,948,9.466666666666669
1,822,880,2.387844611528821
1,822,900,8.98872180451129
1,822,948,8.372807017543858
1,822,969,0.24248120300751894
1,822,989,6.572292800967949
1,822,1010,0.03387779794313371
1,822,1076,2.498487598306107
1,823,880,1.84642857142857
1,824,880,2.4818295739348346
1,824,900,1.7346938775510166
1,825,900,0.03446115288220551
1,825,948,12.652882205513764
1,825,969,2.151207729468597
1,825,989,1.1363636363636362
1,825,1010,1.9398064125831815
1,825,1076,11.729949874686723
1,826,900,0.7481203007518796
1,826,969,2.25422077922078
1,826,1010,6.384085213032576
1,828,900,4.045584045584045
1,828,926,1.7055137844611516
1,828,948,1.3911806543385503
1,828,969,2.547619047619036
1,828,989,0.0
1,830,926,1.8548387096774197
1,830,948,9.536340852130333
1,830,969,0.10964912280701745
1,830,989,3.0251058681185716
1,830,1010,0.6947973381730188
1,830,1076,1.5476529160739685
1,831,926,0.6255293405928617
1,831,948,2.4698051948051973
1,832,926,4.276315789473683
1,832,948,9.768796992481201
1,832,969,0.3792207792207798
1,832,989,1.0441621294615862
1,832,1010,0.0
1,832,1076,
1,835,948,3.216791979949874
1,835,969,1.4095238095238078
1,836,948,2.4100649350649324
1,837,948,0.6838235294117647
1,838,969,1.6949494949494994
1,838,989,1.6530550514216562
1,839,969,0.9373376623376594
1,839,989,0.7562008469449488
1,839,1076,5.9709618874773165
1,840,969,2.5839743589743573
1,840,989,0.6557773744706595
1,840,1010,5.308270676691725
1,840,1076,11.559891107078043
1,841,969,1.6821548821548817
1,841,1010,4.3239348370927315
1,842,989,0.2564102564102561
1,842,1010,11.216791979949878
1,842,1076,5.267997580157287
1,843,989,2.5639097744360906
1,844,989,3.5223835450695606
1,844,1010,0.9207501512401695
1,844,1076,0.0
1,845,989,0.0
1,846,1010,1.6766917293233088
1,846,1076,1.809134906231094
1,847,1010,0.6441558441558453
1,847,1076,0.8614640048396857
1,848,1010,2.643483709273184
1,848,1076,17.417120387174833
1,849,1076,0.9680451127819565
1,852,1076,5.160401002506272
1,854,1076,3.562656641604009
1,855,1076,3.5027223230490003
2,1,2,3.1591397849462393
2,1,19,2.9701298701298686
2,1,37,0.37922077922077924
2,1,339,5.444155844155849
2,1,842,3.1243506493506494
2,1,861,0.9425324675324676
2,1,881,0.32207792207792196
2,1,901,0.0
2,1,927,1.2987012987012985
2,1,963,0.2153846153846154
2,1,983,0.10909090909090907
2,2,2,6.161290322580642
2,2,19,3.080519480519482
2,2,37,0.597402597402597
2,2,54,0.42553191489361725
2,2,72,4.760714285714285
2,2,91,7.9108734402852035
2,2,109,4.691582491582491
2,2,125,0.3885521885521885
2,2,142,0.3333333333333335
2,2,842,3.094805194805194
2,3,2,4.855913978494624
2,3,19,4.795959595959589
2,3,37,0.8414634146341462
2,3,54,0.29999999999999993
2,3,339,0.12467532467532462
2,3,842,1.587205387205388
2,3,861,19.469805194805204
2,3,881,0.7191558441558437
2,3,901,0.05162337662337663
2,3,927,3.231168831168829
2,3,963,16.10909090909091
2,4,2,11.045161290322579
2,4,19,1.8360389610389616
2,4,37,0.17012987012987013
2,4,54,0.644155844155844
2,4,72,0.2204545454545455
2,4,91,1.687987012987012
2,4,109,0.7737012987012986
2,4,142,2.8491704374057307
2,4,339,9.817260656883303
2,4,842,3.1584415584415586
2,4,861,4.836038961038959
2,4,881,
2,4,901,0.7425324675324679
2,4,927,5.114285714285715
2,4,963,5.451623376623373
2,4,983,5.76632996632997
2,5,19,3.376623376623375
2,5,37,1.2259740259740266
2,5,339,0.5639534883720945
2,5,842,1.298316498316501
2,5,861,4.720538720538724
2,6,2,2.156989247311828
2,6,19,2.7313067784765903
2,7,2,2.1225806451612907
2,8,2,19.294623655913984
2,8,19,0.39967532467532463
2,8,37,0.5607142857142859
2,8,72,9.815259740259737
2,8,91,0.656410256410256
2,8,109,0.45194805194805177
2,8,125,0.1286231884057971
2,8,861,10.854220779220778
2,8,881,2.6532467532467545
2,8,901,10.631649831649847
2,8,927,24.2948051948052
2,8,963,0.2646103896103897
2,9,2,
2,9,19,0.524675324675325
2,9,37,22.08956228956228
2,9,339,0.13733766233766226
2,10,2,11.984946236559143
2,10,19,
2,10,339,0.5
2,10,842,1.2075471698113194
2,10,861,1.1636363636363678
2,11,19,0.8319357092941974
2,11,37,5.927946127946103
2,11,54,0.4753265602322212
2,11,91,8.173076923076923
2,11,125,14.867924528301852
2,12,2,3.6559139784946235
2,12,19,1.391883116883118
2,13,2,4.032258064516129
2,13,19,1.2885057471264367
2,13,37,1.4568181818181811
2,13,54,8.064610389610399
2,13,72,1.7555555555555544
2,13,91,1.259259259259262
2,13,125,5.521885521885524
2,13,339,6.591883116883121
2,13,842,2.7737012987012974
2,13,861,17.545129870129887
2,13,881,5.122077922077923
2,13,901,0.8974025974025981
2,13,927,1.7425324675324683
2,13,963,5.654545454545437
2,13,983,2.8033670033670015
2,14,19,2.524350649350649
2,14,37,2.5015873015873025
2,14,54,0.7666666666666673
2,14,72,2.2178571428571447
2,14,91,0.8974025974025978
2,14,109,0.0
2,14,125,2.1142857142857143
2,14,142,0.7730639730639736
2,14,174,1.2610389610389612
2,14,189,0.21978021978021975
2,15,2,2.2236559139784955
2,15,19,1.7909090909090917
2,15,37,1.6155844155844161
2,15,54,1.4599326599326612
2,15,72,0.23344155844155845
2,15,91,1.46461038961039
2,15,109,2.8673400673400695
2,15,125,13.11111111111111
2,15,142,2.830188679245285
2,15,174,4.29494949494948
2,15,339,3.091764705882342
2,15,842,2.3569892473118292
2,16,2,0.8609195402298876
2,16,19,0.20000000000000007
2,16,339,1.0516233766233765
2,16,842,12.781493506493495
2,16,881,15.564102564102571
2,16,901,0.9183467741935485
2,17,2,6.832258064516127
2,17,19,4.824675324675327
2,17,37,1.1996753246753231
2,17,54,2.3999999999999995
2,17,72,0.2563492063492063
2,17,91,17.53359683794466
2,17,109,1.9159663865546208
2,17,125,9.750445632798561
2,17,339,0.12435064935064936
2,17,842,7.911363636363641
2,17,861,2.5009740259740267
2,17,881,0.6857142857142856
2,18,2,0.9655913978494625
2,18,19,2.088311688311689
2,18,37,5.358922558922552
2,18,54,0.5441558441558443
2,18,72,0.5
2,18,91,1.036038961038961
2,18,109,0.5205387205387204
2,18,125,1.8584415584415617
2,18,142,1.592888243831639
2,18,174,0.37908496732026137
2,18,339,9.347727272727273
2,18,842,1.6282467532467537
2,18,861,39.29740259740259
2,18,881,19.9267053701016
2,18,901,0.7451298701298702
2,18,927,3.8804878048780496
2,18,963,2.8568181818181833
2,19,19,2.550168350168362
2,19,37,2.4592592592592584
2,19,72,0.0
2,20,2,6.4931034482758605
2,20,19,0.8151147098515525
2,20,339,0.03506493506493508
2,20,842,0.14025974025974028
2,20,861,8.155519480519478
2,20,881,1.3607142857142853
2,20,901,0.12467532467532468
2,20,927,0.29058441558441556
2,20,983,6.549350649350652
2,21,2,1.1798029556650254
2,21,19,2.890909090909088
2,21,37,1.2204545454545457
2,21,54,0.28051948051948045
2,21,72,0.1714285714285714
2,21,91,2.355555555555552
2,21,125,11.854862119013054
2,21,142,3.679569892473118
2,21,174,1.5737373737373725
2,21,189,6.045248868778276
2,22,2,1.262365591397849
2,22,19,1.5218855218855252
2,22,37,8.216835016835018
2,22,54,4.6329966329966386
2,22,72,2.926870748299321
2,22,91,1.4827922077922084
2,22,109,1.1675324675324685
2,22,125,0.35357624831309054
2,22,142,7.008080808080804
2,22,174,0.3532467532467534
2,22,189,0.5610389610389611
2,22,339,3.6821548821548795
2,22,842,4.874458874458874
2,23,37,4.646464646464647
2,23,54,2.207792207792208
2,23,72,0.6805194805194803
2,23,91,3.2336182336182335
2,23,109,2.1129870129870114
2,23,125,0.2516233766233768
2,23,142,8.550168350168352
2,23,174,0.8194905869324465
2,23,189,0.2380952380952384
2,24,37,2.2875420875420764
2,24,54,6.028301886792448
2,24,339,12.515151515151514
2,24,842,1.432367149758447
2,25,37,5.515584415584421
2,25,174,2.3987012987012974
2,25,189,0.6542207792207797
2,26,37,1.3333333333333328
2,26,54,1.4256097560975634
2,27,37,0.23809523809523825
2,27,54,2.8036338225017414
2,27,72,2.2092760180995548
2,30,54,2.3311688311688328
2,30,72,6.933766233766238
2,30,91,0.7788961038961038
2,30,109,7.717171717171721
2,30,125,27.922077922077936
2,30,142,11.210774410774409
2,30,174,0.3155844155844158
2,30,189,0.47499999999999987
2,30,339,0.0
2,30,842,2.481818181818183
2,30,861,2.2516233766233817
2,31,54,0.47662337662337684
2,31,72,6.580519480519483
2,31,91,0.3155844155844156
2,31,109,3.0732946298984016
2,31,125,6.207792207792205
2,31,142,4.0
2,32,54,1.521538461538469
2,32,72,2.817857142857143
2,32,91,1.6464646464646486
2,33,54,2.4402515723270404
2,33,72,3.057329462989841
2,34,54,0.7670454545454478
2,35,54,0.5970779220779215
2,35,72,0.5046153846153846
2,35,125,4.290909090909098
2,35,142,0.3333333333333335
2,35,174,0.7737012987012988
2,35,189,0.9676418439716314
2,37,125,11.906359189378053
2,37,189,3.6333333333333386
2,37,861,4.657232704402522
2,39,72,2.7197763801537413
2,39,842,0.5549450549450538
2,39,861,20.63172606568834
2,40,72,2.0
2,41,174,3.16376811594203
2,41,189,3.066666666666664
2,42,109,1.2433217189314754
2,43,91,3.735353535353535
2,43,109,2.5501683501683527
2,44,91,3.6181818181818164
2,44,109,0.6287878787878788
2,44,125,1.3611111111111112
2,44,142,
2,44,189,0.2999999999999998
2,45,91,3.8364779874214006
2,46,91,1.727140783744563
2,47,91,1.9769984917043695
2,48,174,0.8658730158730169
2,48,189,0.824915824915823
2,49,109,1.8228956228956226
2,49,125,15.14325646401117
2,49,142,2.991245791245791
2,49,174,27.66666666666667
2,49,189,4.051948051948045
2,50,109,1.5637254901960773
2,50,142,2.4579124579124585
2,50,174,8.210774410774414
2,51,109,3.3109756097561047
2,52,109,3.311784511784509
2,54,142,2.5436757512229202
2,55,142,2.1484975541579323
2,55,174,4.284175084175081
2,55,189,1.5295454545454545
2,56,125,6.620689655172418
2,56,142,0.33333333333333304
2,56,174,1.6714285714285715
2,56,189,0.7272727272727274
2,57,142,1.2949494949494949
2,57,174,24.331168831168803
2,57,189,0.4724025974025976
2,58,142,0.8800000000000004
2,59,125,0.5157894736842102
2,59,142,2.3333333333333326
2,60,142,2.921625544267052
2,60,174,1.200408163265308
2,62,125,1.7339901477832522
2,63,125,10.791727140783742
2,63,174,2.314478114478113
2,64,189,6.46247357293869
2,65,174,5.941489361702128
2,65,189,1.1519480519480518
2,66,125,3.580471380471382
2,67,2,3.5816091954023013
2,67,339,0.7425324675324672
2,67,842,4.187205387205386
2,68,189,2.476190476190476
2,69,189,1.6952380952380943
2,70,189,3.717171717171715
2,153,339,1.7477272727272732
2,153,842,2.2538720538720587
2,154,861,4.333333333333335
2,154,881,3.500974025974035
2,154,901,1.1063973063973034
2,154,927,14.052525252525257
2,154,963,0.2380952380952384
2,154,983,2.5434343434343445
2,155,339,0.26785714285714285
2,155,842,2.8155844155844143
2,155,861,6.709178743961353
2,155,901,2.7292929292929284
2,807,339,3.069805194805193
2,807,861,2.4402597402597426
2,807,881,1.7129870129870126
2,807,901,1.3996753246753242
2,807,927,19.156228956228958
2,807,963,3.475
2,807,983,5.113131313131312
2,808,339,3.015120967741937
2,808,842,2.6406485671191557
2,808,861,3.4599326599326514
2,810,339,2.220609579100148
2,811,339,3.3197586726998516
2,811,861,41.23863636363634
2,812,339,3.986937590711176
2,813,842,2.285714285714285
2,813,861,12.546820405310967
2,813,881,6.345454545454552
2,813,901,0.6190476190476192
2,813,927,3.234967622571688
2,814,842,4.954545454545459
2,814,861,10.500974025974031
2,814,881,9.064935064935067
2,815,842,1.9960474308300418
2,815,861,16.35324675324675
2,815,881,1.7246753246753233
2,815,927,5.711784511784514
2,815,963,2.0827922077922065
2,815,983,0.29480519480519524
2,816,842,1.101045296167239
2,817,861,4.682792207792211
2,817,881,1.5984313725490193
2,817,901,20.09948979591837
2,817,927,5.4767676767676745
2,817,963,0.3788961038961037
2,817,983,0.3061688311688314
2,818,861,2.763311688311688
2,818,881,9.942857142857136
2,818,901,0.617647058823529
2,819,861,4.690426275331933
2,819,881,4.210774410774412
2,820,881,1.2858141160027934
2,820,901,1.1097134870719754
2,821,881,2.1468013468013405
2,821,901,2.3159663865546247
2,821,963,0.7219973009446697
2,822,881,8.887987012987038
2,822,901,1.6402597402597379
2,822,927,6.576623376623386
2,822,963,1.3633116883116885
2,822,983,0.6064935064935078
2,823,881,1.1952861952861953
2,824,881,2.9784511784511776
2,824,901,0.125
2,825,901,3.1265993265993277
2,825,963,0.49999999999999967
2,825,983,3.563636363636362
2,826,901,1.7441077441077444
2,826,927,3.1427609427609413
2,826,963,2.1804713804713693
2,828,901,1.881201956673651
2,828,927,0.0
2,828,963,4.942760942760943
2,828,983,0.6359189378057296
2,830,927,2.708766233766237
2,830,963,0.9350649350649348
2,830,983,0.08279220779220778
2,831,927,3.148148148148156
2,831,963,1.7628019323671493
2,832,927,7.570370370370366
2,832,963,4.197402597402595
2,832,983,8.70689655172414
2,833,927,1.6284470246734406
2,835,963,3.3555194805194777
2,835,983,2.721885521885519
2,836,963,0.6666666666666674
2,836,983,2.0626262626262624
2,838,983,2.4949494949494957
2,839,963,8.415488215488214
2,839,983,10.321212121212126
2,840,983,2.563636363636363
2,842,983,2.1057239057239077
3,1,4,1.0626566416040102
3,1,20,4.071428571428576
3,1,38,1.051378446115288
3,1,337,1.198979591836735
3,1,863,9.316416040100254
3,1,883,6.088972431077687
3,1,902,0.05075187969924814
3,1,929,0.1710526315789474
3,1,949,1.5225563909774427
3,1,971,0.6340852130325817
3,1,990,3.31265664160401
3,1,1011,0.7481203007518801
3,1,1045,0.07017543859649122
3,1,1052,0.49318181818181805
3,1,1074,2.8333333333333326
3,2,4,1.919155844155843
3,2,20,1.1077694235588975
3,2,38,0.5363408521303262
3,2,53,3.742532467532465
3,2,73,1.8266666666666669
3,2,92,6.428246753246755
3,3,4,1.7406015037593987
3,3,20,2.3671679197994977
3,3,38,2.5025062656641603
3,3,53,22.979323308270676
3,3,337,0.4991496598639456
3,3,863,5.000626566416043
3,3,883,7.902882205513788
3,3,902,0.05075187969924814
3,3,929,0.4592731829573937
3,3,949,0.017543859649122803
3,4,4,1.767543859649123
3,4,20,1.3728070175438585
3,4,38,1.1221804511278193
3,4,53,0.3796992481203009
3,4,73,0.08646616541353382
3,4,92,19.682957393483708
3,4,337,0.2585034013605442
3,4,863,1.553258145363407
3,4,883,14.169799498746864
3,4,902,3.25438596491228
3,4,929,2.978896103896103
3,4,971,1.713836477987423
3,4,990,2.8646103896103905
3,4,1052,8.579637096774194
3,4,1074,4.803258145363409
3,5,4,2.6942355889724325
3,5,20,0.6710526315789472
3,5,38,3.276315789473684
3,5,337,0.5050878815911204
3,5,863,3.9477272727272665
3,6,4,0.5673758865248213
3,6,20,2.971428571428567
3,7,4,2.3496240601503753
3,7,20,2.2698051948051945
3,8,4,3.661654135338345
3,8,20,0.4197994987468673
3,8,38,0.4555137844611533
3,8,53,10.331453634085213
3,8,73,2.7838345864661673
3,8,92,1.2857142857142856
3,8,863,3.1810776942355927
3,8,883,7.194235588972428
3,8,902,2.713032581453636
3,8,929,1.0100250626566414
3,8,949,0.8521303258145357
3,8,971,1.7976190476190477
3,8,990,0.20504201680672268
3,8,1011,1.7600250626566416
3,8,1045,3.5061688311688317
3,8,1046,1.9542902967120948
3,8,1052,1.1814935064935073
3,9,4,0.5970779220779222
3,9,20,2.4686716791979966
3,9,38,0.39285714285714274
3,9,337,6.058673469387738
3,9,1011,2.7488215488215526
3,10,4,8.040100250626569
3,10,20,2.479949874686716
3,10,337,0.38333333333333325
3,10,863,0.6552188552188554
3,11,20,0.682792207792209
3,11,38,1.9260249554367177
3,11,53,0.5239477503628446
3,11,73,3.370370370370373
3,11,92,6.415413533834593
3,12,4,0.99874686716792
3,12,20,4.656410256410256
3,13,4,5.519155844155843
3,13,20,0.19423558897243107
3,13,38,0.7330827067669173
